,Saldo Líquido,Número de entradas,Taxa de acerto,Payoff,Média de lucro por operação,Desvio padrão
1034,-250.88,68.0,0.53,0.88,-3.69,71.11
1035,893.46,119.0,0.62,1.53,7.51,36.42
1036,943.46,119.0,0.7,1.51,7.93,44.93
1037,1178.46,119.0,0.71,1.72,9.9,43.83
1038,1033.46,119.0,0.53,1.5,8.68,50.79
1039,1008.46,119.0,0.61,1.44,8.47,58.62
1040,1253.46,119.0,0.61,1.61,10.53,57.51
1041,613.46,119.0,0.51,1.28,5.16,49.22
1042,608.46,119.0,0.59,1.26,5.11,57.14
1043,853.46,119.0,0.59,1.4,7.17,56.13
1044,356.78,67.0,0.58,1.33,5.33,38.47
1045,416.78,67.0,0.69,1.34,6.22,49.3
1046,196.78,67.0,0.69,1.14,2.94,58.44
1047,686.78,67.0,0.48,1.53,10.25,55.12
1048,571.78,67.0,0.55,1.37,8.53,66.13
1049,371.78,67.0,0.55,1.21,5.55,73.3
1050,306.78,67.0,0.45,1.22,4.58,54.23
1051,216.78,67.0,0.52,1.13,3.24,64.8
1052,16.78,67.0,0.52,1.01,0.25,71.88
1053,893.46,119.0,0.62,1.53,7.51,36.42
1054,943.46,119.0,0.7,1.51,7.93,44.93
1055,1178.46,119.0,0.71,1.72,9.9,43.83
1056,1033.46,119.0,0.53,1.5,8.68,50.79
1057,1008.46,119.0,0.61,1.44,8.47,58.62
1058,1253.46,119.0,0.61,1.61,10.53,57.51
1059,613.46,119.0,0.51,1.28,5.16,49.22
1060,608.46,119.0,0.59,1.26,5.11,57.14
1061,853.46,119.0,0.59,1.4,7.17,56.13
1062,474.12,68.0,0.6,1.45,6.97,38.09
1063,434.12,68.0,0.68,1.35,6.38,49.26
1064,214.12,68.0,0.68,1.15,3.15,58.29
1065,739.12,68.0,0.49,1.57,10.87,54.95
1066,604.12,68.0,0.54,1.38,8.88,66.0
1067,394.12,68.0,0.54,1.22,5.8,73.22
1068,359.12,68.0,0.46,1.26,5.28,54.14
1069,254.12,68.0,0.51,1.16,3.74,64.82
1070,44.12,68.0,0.51,1.02,0.65,71.93
1071,893.46,119.0,0.62,1.53,7.51,36.42
1072,943.46,119.0,0.7,1.51,7.93,44.93
1073,1178.46,119.0,0.71,1.72,9.9,43.83
1074,1033.46,119.0,0.53,1.5,8.68,50.79
1075,1008.46,119.0,0.61,1.44,8.47,58.62
1076,1253.46,119.0,0.61,1.61,10.53,57.51
1077,613.46,119.0,0.51,1.28,5.16,49.22
1078,608.46,119.0,0.59,1.26,5.11,57.14
1079,853.46,119.0,0.59,1.4,7.17,56.13
1080,-343.2,20.0,0.3,0.39,-17.16,37.2
1081,-968.2,20.0,0.3,0.19,-48.41,63.46
1082,-1288.2,20.0,0.3,0.15,-64.41,81.2
1083,-308.2,20.0,0.25,0.49,-15.41,46.41
1084,-993.2,20.0,0.25,0.23,-49.66,71.18
1085,-1268.2,20.0,0.25,0.19,-63.41,86.7
1086,-333.2,20.0,0.25,0.45,-16.66,43.46
1087,-1018.2,20.0,0.25,0.21,-50.91,68.64
1088,-1293.2,20.0,0.25,0.18,-64.66,84.41
1089,893.46,119.0,0.62,1.53,7.51,36.42
1090,943.46,119.0,0.7,1.51,7.93,44.93
1091,1178.46,119.0,0.71,1.72,9.9,43.83
1092,1033.46,119.0,0.53,1.5,8.68,50.79
1093,1008.46,119.0,0.61,1.44,8.47,58.62
1094,1253.46,119.0,0.61,1.61,10.53,57.51
1095,613.46,119.0,0.51,1.28,5.16,49.22
1096,608.46,119.0,0.59,1.26,5.11,57.14
1097,853.46,119.0,0.59,1.4,7.17,56.13
1098,-295.22,17.0,0.29,0.39,-17.37,37.1
1099,-920.22,17.0,0.29,0.17,-54.13,64.85
1100,-1290.22,17.0,0.29,0.13,-75.9,85.62
1101,-280.22,17.0,0.24,0.47,-16.48,46.18
1102,-965.22,17.0,0.24,0.2,-56.78,71.86
1103,-1290.22,17.0,0.24,0.16,-75.9,90.28
1104,-325.22,17.0,0.24,0.38,-19.13,40.15
1105,-1010.22,17.0,0.24,0.16,-59.42,66.45
1106,-1335.22,17.0,0.24,0.13,-78.54,85.41
1107,893.46,119.0,0.62,1.53,7.51,36.42
1108,943.46,119.0,0.7,1.51,7.93,44.93
1109,1178.46,119.0,0.71,1.72,9.9,43.83
1110,1033.46,119.0,0.53,1.5,8.68,50.79
1111,1008.46,119.0,0.61,1.44,8.47,58.62
1112,1253.46,119.0,0.61,1.61,10.53,57.51
1113,613.46,119.0,0.51,1.28,5.16,49.22
1114,608.46,119.0,0.59,1.26,5.11,57.14
1115,853.46,119.0,0.59,1.4,7.17,56.13
1116,-246.92,12.0,0.25,0.31,-20.58,35.64
1117,-601.92,12.0,0.33,0.18,-50.16,66.45
1118,-936.92,12.0,0.33,0.13,-78.08,92.11
1119,-166.92,12.0,0.25,0.53,-13.91,49.13
1120,-521.92,12.0,0.33,0.29,-43.49,77.4
1121,-856.92,12.0,0.33,0.2,-71.41,102.29
1122,-211.92,12.0,0.25,0.41,-17.66,40.9
1123,-566.92,12.0,0.33,0.23,-47.24,70.76
1124,-901.92,12.0,0.33,0.16,-75.16,96.19
1125,893.46,119.0,0.62,1.53,7.51,36.42
1126,943.46,119.0,0.7,1.51,7.93,44.93
1127,1178.46,119.0,0.71,1.72,9.9,43.83
1128,1033.46,119.0,0.53,1.5,8.68,50.79
1129,1008.46,119.0,0.61,1.44,8.47,58.62
1130,1253.46,119.0,0.61,1.61,10.53,57.51
1131,613.46,119.0,0.51,1.28,5.16,49.22
1132,608.46,119.0,0.59,1.26,5.11,57.14
1133,853.46,119.0,0.59,1.4,7.17,56.13
1134,1081.44,116.0,0.66,1.63,9.32,38.04
1135,846.44,116.0,0.75,1.36,7.3,53.71
1136,731.44,116.0,0.77,1.29,6.31,60.54
1137,1811.44,116.0,0.53,1.81,15.62,59.64
1138,1956.44,116.0,0.63,1.69,16.87,73.16
1139,1661.44,116.0,0.63,1.53,14.32,79.54
1140,1806.44,116.0,0.51,1.78,15.57,67.48
1141,1861.44,116.0,0.61,1.61,16.05,81.35
1142,1476.44,116.0,0.61,1.43,12.73,88.36
1143,908.46,119.0,0.63,1.49,7.63,38.51
1144,598.46,119.0,0.73,1.23,5.03,55.08
1145,683.46,119.0,0.76,1.26,5.74,61.52
1146,1178.46,119.0,0.48,1.47,9.9,58.56
1147,1333.46,119.0,0.61,1.41,11.21,74.45
1148,1583.46,119.0,0.64,1.5,13.31,79.16
1149,1188.46,119.0,0.46,1.45,9.99,65.94
1150,1213.46,119.0,0.59,1.35,10.2,81.71
1151,1363.46,119.0,0.62,1.39,11.46,87.2
1152,1038.78,117.0,0.65,1.59,8.88,38.18
1153,838.78,117.0,0.75,1.35,7.17,53.78
1154,723.78,117.0,0.77,1.28,6.19,60.54
1155,1803.78,117.0,0.52,1.79,15.42,59.9
1156,1983.78,117.0,0.63,1.69,16.96,73.31
1157,1688.78,117.0,0.63,1.54,14.43,79.62
1158,1858.78,117.0,0.5,1.78,15.89,68.49
1159,1923.78,117.0,0.62,1.63,16.44,82.02
1160,1538.78,117.0,0.62,1.45,13.15,88.93
1161,908.46,119.0,0.63,1.49,7.63,38.51
1162,598.46,119.0,0.73,1.23,5.03,55.08
1163,683.46,119.0,0.76,1.26,5.74,61.52
1164,1178.46,119.0,0.48,1.47,9.9,58.56
1165,1333.46,119.0,0.61,1.41,11.21,74.45
1166,1583.46,119.0,0.64,1.5,13.31,79.16
1167,1188.46,119.0,0.46,1.45,9.99,65.94
1168,1213.46,119.0,0.59,1.35,10.2,81.71
1169,1363.46,119.0,0.62,1.39,11.46,87.2
1170,953.46,119.0,0.64,1.52,8.01,38.43
1171,643.46,119.0,0.74,1.25,5.41,55.04
1172,808.46,119.0,0.77,1.32,6.79,60.04
1173,1743.46,119.0,0.52,1.75,14.65,59.26
1174,1813.46,119.0,0.63,1.6,15.24,73.71
1175,1888.46,119.0,0.66,1.62,15.87,78.61
1176,1738.46,119.0,0.5,1.72,14.61,67.07
1177,1693.46,119.0,0.61,1.53,14.23,81.63
1178,1668.46,119.0,0.64,1.5,14.02,87.26
1179,908.46,119.0,0.63,1.49,7.63,38.51
1180,598.46,119.0,0.73,1.23,5.03,55.08
1181,683.46,119.0,0.76,1.26,5.74,61.52
1182,1178.46,119.0,0.48,1.47,9.9,58.56
1183,1333.46,119.0,0.61,1.41,11.21,74.45
1184,1583.46,119.0,0.64,1.5,13.31,79.16
1185,1188.46,119.0,0.46,1.45,9.99,65.94
1186,1213.46,119.0,0.59,1.35,10.2,81.71
1187,1363.46,119.0,0.62,1.39,11.46,87.2
1188,334.12,68.0,0.6,1.29,4.91,39.08
1189,169.12,68.0,0.71,1.11,2.49,55.57
1190,-90.88,68.0,0.71,0.95,-1.34,66.9
1191,349.12,68.0,0.4,1.21,5.13,59.19
1192,4.12,68.0,0.47,1.0,0.06,75.94
1193,-90.88,68.0,0.49,0.96,-1.34,85.44
1194,-5.88,68.0,0.35,1.0,-0.09,62.14
1195,-545.88,68.0,0.41,0.79,-8.03,80.21
1196,-620.88,68.0,0.43,0.77,-9.13,89.38
1197,908.46,119.0,0.63,1.49,7.63,38.51
1198,598.46,119.0,0.73,1.23,5.03,55.08
1199,683.46,119.0,0.76,1.26,5.74,61.52
1200,1178.46,119.0,0.48,1.47,9.9,58.56
1201,1333.46,119.0,0.61,1.41,11.21,74.45
1202,1583.46,119.0,0.64,1.5,13.31,79.16
1203,1188.46,119.0,0.46,1.45,9.99,65.94
1204,1213.46,119.0,0.59,1.35,10.2,81.71
1205,1363.46,119.0,0.62,1.39,11.46,87.2
1206,316.78,67.0,0.6,1.28,4.73,39.34
1207,366.78,67.0,0.72,1.26,5.47,53.95
1208,41.78,67.0,0.72,1.02,0.62,66.95
1209,336.78,67.0,0.39,1.21,5.03,59.58
1210,246.78,67.0,0.49,1.12,3.68,74.82
1211,86.78,67.0,0.51,1.04,1.3,85.47
1212,21.78,67.0,0.34,1.01,0.33,63.59
1213,-263.22,67.0,0.43,0.89,-3.93,80.44
1214,-558.22,67.0,0.45,0.8,-8.33,92.48
1215,908.46,119.0,0.63,1.49,7.63,38.51
1216,598.46,119.0,0.73,1.23,5.03,55.08
1217,683.46,119.0,0.76,1.26,5.74,61.52
1218,1178.46,119.0,0.48,1.47,9.9,58.56
1219,1333.46,119.0,0.61,1.41,11.21,74.45
1220,1583.46,119.0,0.64,1.5,13.31,79.16
1221,1188.46,119.0,0.46,1.45,9.99,65.94
1222,1213.46,119.0,0.59,1.35,10.2,81.71
1223,1363.46,119.0,0.62,1.39,11.46,87.2
1224,434.12,68.0,0.62,1.39,6.38,38.99
1225,374.12,68.0,0.72,1.26,5.5,53.95
1226,49.12,68.0,0.72,1.03,0.72,66.78
1227,434.12,68.0,0.4,1.27,6.38,60.18
1228,314.12,68.0,0.5,1.15,4.62,75.31
1229,154.12,68.0,0.51,1.07,2.27,85.78
1230,189.12,68.0,0.37,1.11,2.78,64.13
1231,-105.88,68.0,0.46,0.95,-1.56,80.62
1232,-375.88,68.0,0.47,0.86,-5.53,92.99
1233,908.46,119.0,0.63,1.49,7.63,38.51
1234,598.46,119.0,0.73,1.23,5.03,55.08
1235,683.46,119.0,0.76,1.26,5.74,61.52
1236,1178.46,119.0,0.48,1.47,9.9,58.56
1237,1333.46,119.0,0.61,1.41,11.21,74.45
1238,1583.46,119.0,0.64,1.5,13.31,79.16
1239,1188.46,119.0,0.46,1.45,9.99,65.94
1240,1213.46,119.0,0.59,1.35,10.2,81.71
1241,1363.46,119.0,0.62,1.39,11.46,87.2
1242,-373.2,20.0,0.3,0.38,-18.66,37.61
1243,-883.2,20.0,0.35,0.23,-44.16,65.72
1244,-1228.2,20.0,0.35,0.18,-61.41,90.76
1245,-468.2,20.0,0.15,0.32,-23.41,44.49
1246,-1043.2,20.0,0.15,0.17,-52.16,67.65
1247,-1188.2,20.0,0.2,0.21,-59.41,97.49
1248,-578.2,20.0,0.15,0.16,-28.91,31.58
1249,-1153.2,20.0,0.15,0.08,-57.66,57.1
1250,-1288.2,20.0,0.2,0.14,-64.41,90.99
1251,908.46,119.0,0.63,1.49,7.63,38.51
1252,598.46,119.0,0.73,1.23,5.03,55.08
1253,683.46,119.0,0.76,1.26,5.74,61.52
1254,1178.46,119.0,0.48,1.47,9.9,58.56
1255,1333.46,119.0,0.61,1.41,11.21,74.45
1256,1583.46,119.0,0.64,1.5,13.31,79.16
1257,1188.46,119.0,0.46,1.45,9.99,65.94
1258,1213.46,119.0,0.59,1.35,10.2,81.71
1259,1363.46,119.0,0.62,1.39,11.46,87.2
1260,-325.22,17.0,0.29,0.36,-19.13,37.57
1261,-950.22,17.0,0.29,0.16,-55.9,63.96
1262,-1340.22,17.0,0.29,0.12,-78.84,88.75
1263,-340.22,17.0,0.18,0.39,-20.01,47.64
1264,-1025.22,17.0,0.18,0.17,-60.31,70.6
1265,-1215.22,17.0,0.24,0.21,-71.48,102.1
1266,-465.22,17.0,0.12,0.18,-27.37,33.05
1267,-1150.22,17.0,0.12,0.08,-67.66,56.37
1268,-1330.22,17.0,0.18,0.13,-78.25,93.1
1269,908.46,119.0,0.63,1.49,7.63,38.51
1270,598.46,119.0,0.73,1.23,5.03,55.08
1271,683.46,119.0,0.76,1.26,5.74,61.52
1272,1178.46,119.0,0.48,1.47,9.9,58.56
1273,1333.46,119.0,0.61,1.41,11.21,74.45
1274,1583.46,119.0,0.64,1.5,13.31,79.16
1275,1188.46,119.0,0.46,1.45,9.99,65.94
1276,1213.46,119.0,0.59,1.35,10.2,81.71
1277,1363.46,119.0,0.62,1.39,11.46,87.2
1278,-271.92,12.0,0.25,0.29,-22.66,36.18
1279,-606.92,12.0,0.33,0.2,-50.58,67.47
1280,-1026.92,12.0,0.33,0.13,-85.58,97.39
1281,-191.92,12.0,0.17,0.5,-15.99,54.16
1282,-576.92,12.0,0.17,0.25,-48.08,77.8
1283,-996.92,12.0,0.17,0.16,-83.08,105.71
1284,-316.92,12.0,0.08,0.2,-26.41,35.75
1285,-701.92,12.0,0.08,0.1,-58.49,60.56
1286,-1121.92,12.0,0.08,0.06,-93.49,89.41
1287,908.46,119.0,0.63,1.49,7.63,38.51
1288,598.46,119.0,0.73,1.23,5.03,55.08
1289,683.46,119.0,0.76,1.26,5.74,61.52
1290,1178.46,119.0,0.48,1.47,9.9,58.56
1291,1333.46,119.0,0.61,1.41,11.21,74.45
1292,1583.46,119.0,0.64,1.5,13.31,79.16
1293,1188.46,119.0,0.46,1.45,9.99,65.94
1294,1213.46,119.0,0.59,1.35,10.2,81.71
1295,1363.46,119.0,0.62,1.39,11.46,87.2
1296,1006.44,116.0,0.64,1.57,8.68,38.29
1297,626.44,116.0,0.73,1.25,5.4,55.13
1298,476.44,116.0,0.76,1.17,4.11,64.91
1299,1541.44,116.0,0.47,1.61,13.29,62.72
1300,1661.44,116.0,0.59,1.47,14.32,81.1
1301,1346.44,116.0,0.59,1.34,11.61,89.73
1302,1371.44,116.0,0.41,1.49,11.82,73.28
1303,1541.44,116.0,0.54,1.41,13.29,91.79
1304,1106.44,116.0,0.55,1.26,9.54,100.95
1305,903.46,119.0,0.63,1.48,7.59,38.59
1306,438.46,119.0,0.73,1.16,3.68,56.65
1307,523.46,119.0,0.77,1.18,4.4,65.48
1308,1008.46,119.0,0.44,1.36,8.47,61.37
1309,943.46,119.0,0.57,1.24,7.93,81.84
1310,1213.46,119.0,0.61,1.3,10.2,89.33
1311,1088.46,119.0,0.4,1.37,9.15,71.79
1312,833.46,119.0,0.53,1.2,7.0,91.85
1313,953.46,119.0,0.55,1.21,8.01,100.56
1314,963.78,117.0,0.63,1.54,8.24,38.42
1315,638.78,117.0,0.74,1.25,5.46,55.21
1316,488.78,117.0,0.76,1.17,4.18,64.9
1317,1558.78,117.0,0.46,1.61,13.32,63.07
1318,1698.78,117.0,0.59,1.48,14.52,81.25
1319,1383.78,117.0,0.6,1.35,11.83,89.8
1320,1448.78,117.0,0.41,1.51,12.38,74.3
1321,1623.78,117.0,0.55,1.42,13.88,92.46
1322,1188.78,117.0,0.56,1.27,10.16,101.52
1323,903.46,119.0,0.63,1.48,7.59,38.59
1324,438.46,119.0,0.73,1.16,3.68,56.65
1325,523.46,119.0,0.77,1.18,4.4,65.48
1326,1008.46,119.0,0.44,1.36,8.47,61.37
1327,943.46,119.0,0.57,1.24,7.93,81.84
1328,1213.46,119.0,0.61,1.3,10.2,89.33
1329,1088.46,119.0,0.4,1.37,9.15,71.79
1330,833.46,119.0,0.53,1.2,7.0,91.85
1331,953.46,119.0,0.55,1.21,8.01,100.56
1332,878.46,119.0,0.62,1.47,7.38,38.66
1333,423.46,119.0,0.72,1.15,3.56,56.57
1334,553.46,119.0,0.76,1.19,4.65,64.56
1335,1538.46,119.0,0.46,1.59,12.93,62.75
1336,1398.46,119.0,0.58,1.37,11.75,81.71
1337,1348.46,119.0,0.6,1.34,11.33,89.26
1338,1363.46,119.0,0.41,1.47,11.46,72.94
1339,1238.46,119.0,0.54,1.31,10.41,91.77
1340,1153.46,119.0,0.55,1.26,9.69,100.81
1341,903.46,119.0,0.63,1.48,7.59,38.59
1342,438.46,119.0,0.73,1.16,3.68,56.65
1343,523.46,119.0,0.77,1.18,4.4,65.48
1344,1008.46,119.0,0.44,1.36,8.47,61.37
1345,943.46,119.0,0.57,1.24,7.93,81.84
1346,1213.46,119.0,0.61,1.3,10.2,89.33
1347,1088.46,119.0,0.4,1.37,9.15,71.79
1348,833.46,119.0,0.53,1.2,7.0,91.85
1349,953.46,119.0,0.55,1.21,8.01,100.56
1350,299.12,68.0,0.59,1.25,4.4,39.66
1351,269.12,68.0,0.69,1.18,3.96,54.67
1352,-60.88,68.0,0.69,0.97,-0.9,67.86
1353,484.12,68.0,0.4,1.28,7.12,64.52
1354,179.12,68.0,0.47,1.07,2.63,84.56
1355,-5.88,68.0,0.49,1.0,-0.09,95.61
1356,129.12,68.0,0.34,1.07,1.9,70.85
1357,-280.88,68.0,0.43,0.9,-4.13,92.72
1358,-480.88,68.0,0.46,0.85,-7.07,104.01
1359,903.46,119.0,0.63,1.48,7.59,38.59
1360,438.46,119.0,0.73,1.16,3.68,56.65
1361,523.46,119.0,0.77,1.18,4.4,65.48
1362,1008.46,119.0,0.44,1.36,8.47,61.37
1363,943.46,119.0,0.57,1.24,7.93,81.84
1364,1213.46,119.0,0.61,1.3,10.2,89.33
1365,1088.46,119.0,0.4,1.37,9.15,71.79
1366,833.46,119.0,0.53,1.2,7.0,91.85
1367,953.46,119.0,0.55,1.21,8.01,100.56
1368,341.78,67.0,0.6,1.3,5.1,39.54
1369,471.78,67.0,0.73,1.35,7.04,53.55
1370,51.78,67.0,0.73,1.03,0.77,68.55
1371,526.78,67.0,0.4,1.31,7.86,64.71
1372,286.78,67.0,0.51,1.12,4.28,84.53
1373,76.78,67.0,0.52,1.03,1.15,95.46
1374,171.78,67.0,0.34,1.09,2.56,71.17
1375,-183.22,67.0,0.46,0.93,-2.73,92.76
1376,-593.22,67.0,0.48,0.82,-8.85,105.61
1377,903.46,119.0,0.63,1.48,7.59,38.59
1378,438.46,119.0,0.73,1.16,3.68,56.65
1379,523.46,119.0,0.77,1.18,4.4,65.48
1380,1008.46,119.0,0.44,1.36,8.47,61.37
1381,943.46,119.0,0.57,1.24,7.93,81.84
1382,1213.46,119.0,0.61,1.3,10.2,89.33
1383,1088.46,119.0,0.4,1.37,9.15,71.79
1384,833.46,119.0,0.53,1.2,7.0,91.85
1385,953.46,119.0,0.55,1.21,8.01,100.56
1386,459.12,68.0,0.62,1.41,6.75,39.17
1387,474.12,68.0,0.74,1.34,6.97,53.9
1388,54.12,68.0,0.74,1.03,0.8,68.62
1389,624.12,68.0,0.41,1.37,9.18,65.13
1390,349.12,68.0,0.51,1.14,5.13,85.03
1391,139.12,68.0,0.53,1.05,2.05,95.78
1392,329.12,68.0,0.35,1.18,4.84,73.09
1393,24.12,68.0,0.47,1.01,0.35,93.71
1394,-325.88,68.0,0.49,0.9,-4.79,105.37
1395,903.46,119.0,0.63,1.48,7.59,38.59
1396,438.46,119.0,0.73,1.16,3.68,56.65
1397,523.46,119.0,0.77,1.18,4.4,65.48
1398,1008.46,119.0,0.44,1.36,8.47,61.37
1399,943.46,119.0,0.57,1.24,7.93,81.84
1400,1213.46,119.0,0.61,1.3,10.2,89.33
1401,1088.46,119.0,0.4,1.37,9.15,71.79
1402,833.46,119.0,0.53,1.2,7.0,91.85
1403,953.46,119.0,0.55,1.21,8.01,100.56
1404,-373.2,20.0,0.3,0.38,-18.66,37.61
1405,-1028.2,20.0,0.35,0.2,-51.41,67.55
1406,-1373.2,20.0,0.4,0.17,-68.66,91.8
1407,-523.2,20.0,0.15,0.28,-26.16,43.68
1408,-1308.2,20.0,0.15,0.13,-65.41,64.29
1409,-1453.2,20.0,0.25,0.18,-72.66,95.23
1410,-628.2,20.0,0.15,0.13,-31.41,28.65
1411,-1413.2,20.0,0.15,0.06,-70.66,51.1
1412,-1578.2,20.0,0.25,0.11,-78.91,84.37
1413,903.46,119.0,0.63,1.48,7.59,38.59
1414,438.46,119.0,0.73,1.16,3.68,56.65
1415,523.46,119.0,0.77,1.18,4.4,65.48
1416,1008.46,119.0,0.44,1.36,8.47,61.37
1417,943.46,119.0,0.57,1.24,7.93,81.84
1418,1213.46,119.0,0.61,1.3,10.2,89.33
1419,1088.46,119.0,0.4,1.37,9.15,71.79
1420,833.46,119.0,0.53,1.2,7.0,91.85
1421,953.46,119.0,0.55,1.21,8.01,100.56
1422,-325.22,17.0,0.29,0.36,-19.13,37.57
1423,-1045.22,17.0,0.29,0.15,-61.48,65.75
1424,-1310.22,17.0,0.35,0.13,-77.07,92.78
1425,-395.22,17.0,0.18,0.34,-23.25,46.97
1426,-1165.22,17.0,0.18,0.15,-68.54,69.47
1427,-1230.22,17.0,0.29,0.2,-72.37,103.76
1428,-505.22,17.0,0.18,0.15,-29.72,30.16
1429,-1275.22,17.0,0.18,0.07,-75.01,53.91
1430,-1360.22,17.0,0.29,0.12,-80.01,91.53
1431,903.46,119.0,0.63,1.48,7.59,38.59
1432,438.46,119.0,0.73,1.16,3.68,56.65
1433,523.46,119.0,0.77,1.18,4.4,65.48
1434,1008.46,119.0,0.44,1.36,8.47,61.37
1435,943.46,119.0,0.57,1.24,7.93,81.84
1436,1213.46,119.0,0.61,1.3,10.2,89.33
1437,1088.46,119.0,0.4,1.37,9.15,71.79
1438,833.46,119.0,0.53,1.2,7.0,91.85
1439,953.46,119.0,0.55,1.21,8.01,100.56
1440,-271.92,12.0,0.25,0.29,-22.66,36.18
1441,-671.92,12.0,0.33,0.18,-55.99,68.93
1442,-1076.92,12.0,0.33,0.12,-89.74,96.21
1443,-231.92,12.0,0.17,0.46,-19.33,54.49
1444,-761.92,12.0,0.17,0.2,-63.49,77.75
1445,-1151.92,12.0,0.17,0.14,-95.99,100.01
1446,-341.92,12.0,0.17,0.2,-28.49,33.7
1447,-871.92,12.0,0.17,0.09,-72.66,57.68
1448,-1261.92,12.0,0.17,0.06,-105.16,81.45
1449,903.46,119.0,0.63,1.48,7.59,38.59
1450,438.46,119.0,0.73,1.16,3.68,56.65
1451,523.46,119.0,0.77,1.18,4.4,65.48
1452,1008.46,119.0,0.44,1.36,8.47,61.37
1453,943.46,119.0,0.57,1.24,7.93,81.84
1454,1213.46,119.0,0.61,1.3,10.2,89.33
1455,1088.46,119.0,0.4,1.37,9.15,71.79
1456,833.46,119.0,0.53,1.2,7.0,91.85
1457,953.46,119.0,0.55,1.21,8.01,100.56
1458,71.94,191.0,0.52,1.02,0.38,38.05
1459,851.94,191.0,0.62,1.27,4.46,43.52
1460,996.94,191.0,0.63,1.32,5.22,44.31
1461,561.94,191.0,0.45,1.14,2.94,51.45
1462,1156.94,191.0,0.54,1.3,6.06,57.16
1463,1246.94,191.0,0.55,1.33,6.53,58.07
1464,71.94,191.0,0.45,1.02,0.38,49.05
1465,501.94,191.0,0.54,1.13,2.63,54.97
1466,591.94,191.0,0.54,1.15,3.1,55.94
1467,-130.72,192.0,0.51,0.96,-0.68,38.13
1468,574.28,192.0,0.61,1.17,2.99,44.62
1469,999.28,192.0,0.63,1.32,5.2,44.19
1470,269.28,192.0,0.44,1.07,1.4,50.38
1471,759.28,192.0,0.54,1.19,3.95,57.36
1472,1079.28,192.0,0.55,1.29,5.62,57.28
1473,-210.72,192.0,0.44,0.95,-1.1,47.93
1474,124.28,192.0,0.53,1.03,0.65,55.21
1475,444.28,192.0,0.54,1.12,2.31,55.23
1476,71.94,191.0,0.52,1.02,0.38,38.05
1477,711.94,191.0,0.62,1.22,3.73,44.14
1478,996.94,191.0,0.63,1.32,5.22,44.31
1479,561.94,191.0,0.45,1.14,2.94,51.45
1480,996.94,191.0,0.54,1.25,5.22,57.58
1481,1226.94,191.0,0.55,1.33,6.42,57.99
1482,71.94,191.0,0.45,1.02,0.38,49.05
1483,341.94,191.0,0.53,1.09,1.79,55.35
1484,571.94,191.0,0.54,1.15,2.99,55.85
1485,-130.72,192.0,0.51,0.96,-0.68,38.13
1486,574.28,192.0,0.61,1.17,2.99,44.62
1487,999.28,192.0,0.63,1.32,5.2,44.19
1488,269.28,192.0,0.44,1.07,1.4,50.38
1489,759.28,192.0,0.54,1.19,3.95,57.36
1490,1079.28,192.0,0.55,1.29,5.62,57.28
1491,-210.72,192.0,0.44,0.95,-1.1,47.93
1492,124.28,192.0,0.53,1.03,0.65,55.21
1493,444.28,192.0,0.54,1.12,2.31,55.23
1494,-88.06,191.0,0.51,0.98,-0.46,38.11
1495,536.94,191.0,0.61,1.16,2.81,44.67
1496,961.94,191.0,0.63,1.31,5.04,44.24
1497,456.94,191.0,0.45,1.11,2.39,51.3
1498,806.94,191.0,0.53,1.2,4.22,57.86
1499,1126.94,191.0,0.54,1.3,5.9,57.78
1500,-13.06,191.0,0.45,1.0,-0.07,49.05
1501,171.94,191.0,0.53,1.04,0.9,55.75
1502,491.94,191.0,0.54,1.13,2.58,55.76
1503,-130.72,192.0,0.51,0.96,-0.68,38.13
1504,574.28,192.0,0.61,1.17,2.99,44.62
1505,999.28,192.0,0.63,1.32,5.2,44.19
1506,269.28,192.0,0.44,1.07,1.4,50.38
1507,759.28,192.0,0.54,1.19,3.95,57.36
1508,1079.28,192.0,0.55,1.29,5.62,57.28
1509,-210.72,192.0,0.44,0.95,-1.1,47.93
1510,124.28,192.0,0.53,1.03,0.65,55.21
1511,444.28,192.0,0.54,1.12,2.31,55.23
1512,383.44,166.0,0.55,1.13,2.31,37.91
1513,558.44,166.0,0.61,1.19,3.36,45.35
1514,693.44,166.0,0.61,1.24,4.18,46.12
1515,498.44,166.0,0.46,1.15,3.0,50.72
1516,663.44,166.0,0.53,1.18,4.0,59.05
1517,773.44,166.0,0.54,1.22,4.66,60.05
1518,258.44,166.0,0.46,1.08,1.56,49.77
1519,258.44,166.0,0.52,1.07,1.56,58.04
1520,368.44,166.0,0.53,1.1,2.22,59.09
1521,-130.72,192.0,0.51,0.96,-0.68,38.13
1522,574.28,192.0,0.61,1.17,2.99,44.62
1523,999.28,192.0,0.63,1.32,5.2,44.19
1524,269.28,192.0,0.44,1.07,1.4,50.38
1525,759.28,192.0,0.54,1.19,3.95,57.36
1526,1079.28,192.0,0.55,1.29,5.62,57.28
1527,-210.72,192.0,0.44,0.95,-1.1,47.93
1528,124.28,192.0,0.53,1.03,0.65,55.21
1529,444.28,192.0,0.54,1.12,2.31,55.23
1530,283.44,166.0,0.54,1.1,1.71,38.01
1531,678.44,166.0,0.61,1.23,4.09,44.55
1532,748.44,166.0,0.61,1.27,4.51,45.81
1533,478.44,166.0,0.46,1.14,2.88,50.69
1534,813.44,166.0,0.53,1.23,4.9,57.84
