,stop_gain_distance,stop_loss_distance,RSI_enable,RSI_period,RSI_value,operation_time,n_bars_validation,extra_range_entry
1519,16,10,1,9,50,10,5,1
1520,16,16,1,9,50,10,5,1
1521,4,4,0,9,50,10,5,1
1522,4,10,0,9,50,10,5,1
1523,4,16,0,9,50,10,5,1
1524,10,4,0,9,50,10,5,1
1525,10,10,0,9,50,10,5,1
1526,10,16,0,9,50,10,5,1
1527,16,4,0,9,50,10,5,1
1528,16,10,0,9,50,10,5,1
1529,16,16,0,9,50,10,5,1
1530,4,4,1,10,50,10,5,1
1531,4,10,1,10,50,10,5,1
1532,4,16,1,10,50,10,5,1
1533,10,4,1,10,50,10,5,1
1534,10,10,1,10,50,10,5,1
1535,10,16,1,10,50,10,5,1
1536,16,4,1,10,50,10,5,1
1537,16,10,1,10,50,10,5,1
1538,16,16,1,10,50,10,5,1
1539,4,4,0,10,50,10,5,1
1540,4,10,0,10,50,10,5,1
1541,4,16,0,10,50,10,5,1
1542,10,4,0,10,50,10,5,1
1543,10,10,0,10,50,10,5,1
1544,10,16,0,10,50,10,5,1
1545,16,4,0,10,50,10,5,1
1546,16,10,0,10,50,10,5,1
1547,16,16,0,10,50,10,5,1
1548,4,4,1,11,50,10,5,1
1549,4,10,1,11,50,10,5,1
1550,4,16,1,11,50,10,5,1
1551,10,4,1,11,50,10,5,1
1552,10,10,1,11,50,10,5,1
1553,10,16,1,11,50,10,5,1
1554,16,4,1,11,50,10,5,1
1555,16,10,1,11,50,10,5,1
1556,16,16,1,11,50,10,5,1
1557,4,4,0,11,50,10,5,1
1558,4,10,0,11,50,10,5,1
1559,4,16,0,11,50,10,5,1
1560,10,4,0,11,50,10,5,1
1561,10,10,0,11,50,10,5,1
1562,10,16,0,11,50,10,5,1
1563,16,4,0,11,50,10,5,1
1564,16,10,0,11,50,10,5,1
1565,16,16,0,11,50,10,5,1
1566,4,4,1,9,70,10,5,1
1567,4,10,1,9,70,10,5,1
1568,4,16,1,9,70,10,5,1
1569,10,4,1,9,70,10,5,1
1570,10,10,1,9,70,10,5,1
1571,10,16,1,9,70,10,5,1
1572,16,4,1,9,70,10,5,1
1573,16,10,1,9,70,10,5,1
1574,16,16,1,9,70,10,5,1
1575,4,4,0,9,70,10,5,1
1576,4,10,0,9,70,10,5,1
1577,4,16,0,9,70,10,5,1
1578,10,4,0,9,70,10,5,1
1579,10,10,0,9,70,10,5,1
1580,10,16,0,9,70,10,5,1
1581,16,4,0,9,70,10,5,1
1582,16,10,0,9,70,10,5,1
1583,16,16,0,9,70,10,5,1
1584,4,4,1,10,70,10,5,1
1585,4,10,1,10,70,10,5,1
1586,4,16,1,10,70,10,5,1
1587,10,4,1,10,70,10,5,1
1588,10,10,1,10,70,10,5,1
1589,10,16,1,10,70,10,5,1
1590,16,4,1,10,70,10,5,1
1591,16,10,1,10,70,10,5,1
1592,16,16,1,10,70,10,5,1
1593,4,4,0,10,70,10,5,1
1594,4,10,0,10,70,10,5,1
1595,4,16,0,10,70,10,5,1
1596,10,4,0,10,70,10,5,1
1597,10,10,0,10,70,10,5,1
1598,10,16,0,10,70,10,5,1
1599,16,4,0,10,70,10,5,1
1600,16,10,0,10,70,10,5,1
1601,16,16,0,10,70,10,5,1
1602,4,4,1,11,70,10,5,1
1603,4,10,1,11,70,10,5,1
1604,4,16,1,11,70,10,5,1
1605,10,4,1,11,70,10,5,1
1606,10,10,1,11,70,10,5,1
1607,10,16,1,11,70,10,5,1
1608,16,4,1,11,70,10,5,1
1609,16,10,1,11,70,10,5,1
1610,16,16,1,11,70,10,5,1
1611,4,4,0,11,70,10,5,1
1612,4,10,0,11,70,10,5,1
1613,4,16,0,11,70,10,5,1
1614,10,4,0,11,70,10,5,1
1615,10,10,0,11,70,10,5,1
1616,10,16,0,11,70,10,5,1
1617,16,4,0,11,70,10,5,1
1618,16,10,0,11,70,10,5,1
1619,16,16,0,11,70,10,5,1
1620,4,4,1,9,30,20,5,1
1621,4,10,1,9,30,20,5,1
1622,4,16,1,9,30,20,5,1
1623,10,4,1,9,30,20,5,1
1624,10,10,1,9,30,20,5,1
1625,10,16,1,9,30,20,5,1
1626,16,4,1,9,30,20,5,1
1627,16,10,1,9,30,20,5,1
1628,16,16,1,9,30,20,5,1
1629,4,4,0,9,30,20,5,1
1630,4,10,0,9,30,20,5,1
1631,4,16,0,9,30,20,5,1
1632,10,4,0,9,30,20,5,1
1633,10,10,0,9,30,20,5,1
1634,10,16,0,9,30,20,5,1
1635,16,4,0,9,30,20,5,1
1636,16,10,0,9,30,20,5,1
1637,16,16,0,9,30,20,5,1
1638,4,4,1,10,30,20,5,1
1639,4,10,1,10,30,20,5,1
1640,4,16,1,10,30,20,5,1
1641,10,4,1,10,30,20,5,1
1642,10,10,1,10,30,20,5,1
1643,10,16,1,10,30,20,5,1
1644,16,4,1,10,30,20,5,1
1645,16,10,1,10,30,20,5,1
1646,16,16,1,10,30,20,5,1
1647,4,4,0,10,30,20,5,1
1648,4,10,0,10,30,20,5,1
1649,4,16,0,10,30,20,5,1
1650,10,4,0,10,30,20,5,1
1651,10,10,0,10,30,20,5,1
1652,10,16,0,10,30,20,5,1
1653,16,4,0,10,30,20,5,1
1654,16,10,0,10,30,20,5,1
1655,16,16,0,10,30,20,5,1
1656,4,4,1,11,30,20,5,1
1657,4,10,1,11,30,20,5,1
1658,4,16,1,11,30,20,5,1
1659,10,4,1,11,30,20,5,1
1660,10,10,1,11,30,20,5,1
1661,10,16,1,11,30,20,5,1
1662,16,4,1,11,30,20,5,1
1663,16,10,1,11,30,20,5,1
1664,16,16,1,11,30,20,5,1
1665,4,4,0,11,30,20,5,1
1666,4,10,0,11,30,20,5,1
1667,4,16,0,11,30,20,5,1
1668,10,4,0,11,30,20,5,1
1669,10,10,0,11,30,20,5,1
1670,10,16,0,11,30,20,5,1
1671,16,4,0,11,30,20,5,1
1672,16,10,0,11,30,20,5,1
1673,16,16,0,11,30,20,5,1
1674,4,4,1,9,50,20,5,1
1675,4,10,1,9,50,20,5,1
1676,4,16,1,9,50,20,5,1
1677,10,4,1,9,50,20,5,1
1678,10,10,1,9,50,20,5,1
1679,10,16,1,9,50,20,5,1
1680,16,4,1,9,50,20,5,1
1681,16,10,1,9,50,20,5,1
1682,16,16,1,9,50,20,5,1
1683,4,4,0,9,50,20,5,1
1684,4,10,0,9,50,20,5,1
1685,4,16,0,9,50,20,5,1
1686,10,4,0,9,50,20,5,1
1687,10,10,0,9,50,20,5,1
1688,10,16,0,9,50,20,5,1
1689,16,4,0,9,50,20,5,1
1690,16,10,0,9,50,20,5,1
1691,16,16,0,9,50,20,5,1
1692,4,4,1,10,50,20,5,1
1693,4,10,1,10,50,20,5,1
1694,4,16,1,10,50,20,5,1
1695,10,4,1,10,50,20,5,1
1696,10,10,1,10,50,20,5,1
1697,10,16,1,10,50,20,5,1
1698,16,4,1,10,50,20,5,1
1699,16,10,1,10,50,20,5,1
1700,16,16,1,10,50,20,5,1
1701,4,4,0,10,50,20,5,1
1702,4,10,0,10,50,20,5,1
1703,4,16,0,10,50,20,5,1
1704,10,4,0,10,50,20,5,1
1705,10,10,0,10,50,20,5,1
1706,10,16,0,10,50,20,5,1
1707,16,4,0,10,50,20,5,1
1708,16,10,0,10,50,20,5,1
1709,16,16,0,10,50,20,5,1
1710,4,4,1,11,50,20,5,1
1711,4,10,1,11,50,20,5,1
1712,4,16,1,11,50,20,5,1
1713,10,4,1,11,50,20,5,1
1714,10,10,1,11,50,20,5,1
1715,10,16,1,11,50,20,5,1
1716,16,4,1,11,50,20,5,1
1717,16,10,1,11,50,20,5,1
1718,16,16,1,11,50,20,5,1
1719,4,4,0,11,50,20,5,1
1720,4,10,0,11,50,20,5,1
1721,4,16,0,11,50,20,5,1
1722,10,4,0,11,50,20,5,1
1723,10,10,0,11,50,20,5,1
1724,10,16,0,11,50,20,5,1
1725,16,4,0,11,50,20,5,1
1726,16,10,0,11,50,20,5,1
1727,16,16,0,11,50,20,5,1
1728,4,4,1,9,70,20,5,1
1729,4,10,1,9,70,20,5,1
1730,4,16,1,9,70,20,5,1
1731,10,4,1,9,70,20,5,1
1732,10,10,1,9,70,20,5,1
1733,10,16,1,9,70,20,5,1
1734,16,4,1,9,70,20,5,1
1735,16,10,1,9,70,20,5,1
1736,16,16,1,9,70,20,5,1
1737,4,4,0,9,70,20,5,1
1738,4,10,0,9,70,20,5,1
1739,4,16,0,9,70,20,5,1
1740,10,4,0,9,70,20,5,1
1741,10,10,0,9,70,20,5,1
1742,10,16,0,9,70,20,5,1
1743,16,4,0,9,70,20,5,1
1744,16,10,0,9,70,20,5,1
1745,16,16,0,9,70,20,5,1
1746,4,4,1,10,70,20,5,1
1747,4,10,1,10,70,20,5,1
1748,4,16,1,10,70,20,5,1
1749,10,4,1,10,70,20,5,1
1750,10,10,1,10,70,20,5,1
1751,10,16,1,10,70,20,5,1
1752,16,4,1,10,70,20,5,1
1753,16,10,1,10,70,20,5,1
1754,16,16,1,10,70,20,5,1
1755,4,4,0,10,70,20,5,1
1756,4,10,0,10,70,20,5,1
1757,4,16,0,10,70,20,5,1
1758,10,4,0,10,70,20,5,1
1759,10,10,0,10,70,20,5,1
1760,10,16,0,10,70,20,5,1
1761,16,4,0,10,70,20,5,1
1762,16,10,0,10,70,20,5,1
1763,16,16,0,10,70,20,5,1
1764,4,4,1,11,70,20,5,1
1765,4,10,1,11,70,20,5,1
1766,4,16,1,11,70,20,5,1
1767,10,4,1,11,70,20,5,1
1768,10,10,1,11,70,20,5,1
1769,10,16,1,11,70,20,5,1
1770,16,4,1,11,70,20,5,1
1771,16,10,1,11,70,20,5,1
1772,16,16,1,11,70,20,5,1
1773,4,4,0,11,70,20,5,1
1774,4,10,0,11,70,20,5,1
1775,4,16,0,11,70,20,5,1
1776,10,4,0,11,70,20,5,1
1777,10,10,0,11,70,20,5,1
1778,10,16,0,11,70,20,5,1
1779,16,4,0,11,70,20,5,1
1780,16,10,0,11,70,20,5,1
1781,16,16,0,11,70,20,5,1
1782,4,4,1,9,30,30,5,1
1783,4,10,1,9,30,30,5,1
1784,4,16,1,9,30,30,5,1
1785,10,4,1,9,30,30,5,1
1786,10,10,1,9,30,30,5,1
1787,10,16,1,9,30,30,5,1
1788,16,4,1,9,30,30,5,1
1789,16,10,1,9,30,30,5,1
1790,16,16,1,9,30,30,5,1
1791,4,4,0,9,30,30,5,1
1792,4,10,0,9,30,30,5,1
1793,4,16,0,9,30,30,5,1
1794,10,4,0,9,30,30,5,1
1795,10,10,0,9,30,30,5,1
1796,10,16,0,9,30,30,5,1
1797,16,4,0,9,30,30,5,1
1798,16,10,0,9,30,30,5,1
1799,16,16,0,9,30,30,5,1
1800,4,4,1,10,30,30,5,1
1801,4,10,1,10,30,30,5,1
1802,4,16,1,10,30,30,5,1
1803,10,4,1,10,30,30,5,1
1804,10,10,1,10,30,30,5,1
1805,10,16,1,10,30,30,5,1
1806,16,4,1,10,30,30,5,1
1807,16,10,1,10,30,30,5,1
1808,16,16,1,10,30,30,5,1
1809,4,4,0,10,30,30,5,1
1810,4,10,0,10,30,30,5,1
1811,4,16,0,10,30,30,5,1
1812,10,4,0,10,30,30,5,1
1813,10,10,0,10,30,30,5,1
1814,10,16,0,10,30,30,5,1
1815,16,4,0,10,30,30,5,1
1816,16,10,0,10,30,30,5,1
1817,16,16,0,10,30,30,5,1
1818,4,4,1,11,30,30,5,1
1819,4,10,1,11,30,30,5,1
1820,4,16,1,11,30,30,5,1
1821,10,4,1,11,30,30,5,1
1822,10,10,1,11,30,30,5,1
1823,10,16,1,11,30,30,5,1
1824,16,4,1,11,30,30,5,1
1825,16,10,1,11,30,30,5,1
1826,16,16,1,11,30,30,5,1
1827,4,4,0,11,30,30,5,1
1828,4,10,0,11,30,30,5,1
1829,4,16,0,11,30,30,5,1
1830,10,4,0,11,30,30,5,1
1831,10,10,0,11,30,30,5,1
1832,10,16,0,11,30,30,5,1
1833,16,4,0,11,30,30,5,1
1834,16,10,0,11,30,30,5,1
1835,16,16,0,11,30,30,5,1
1836,4,4,1,9,50,30,5,1
1837,4,10,1,9,50,30,5,1
1838,4,16,1,9,50,30,5,1
1839,10,4,1,9,50,30,5,1
1840,10,10,1,9,50,30,5,1
1841,10,16,1,9,50,30,5,1
1842,16,4,1,9,50,30,5,1
1843,16,10,1,9,50,30,5,1
1844,16,16,1,9,50,30,5,1
1845,4,4,0,9,50,30,5,1
1846,4,10,0,9,50,30,5,1
1847,4,16,0,9,50,30,5,1
1848,10,4,0,9,50,30,5,1
1849,10,10,0,9,50,30,5,1
1850,10,16,0,9,50,30,5,1
1851,16,4,0,9,50,30,5,1
1852,16,10,0,9,50,30,5,1
1853,16,16,0,9,50,30,5,1
1854,4,4,1,10,50,30,5,1
1855,4,10,1,10,50,30,5,1
1856,4,16,1,10,50,30,5,1
1857,10,4,1,10,50,30,5,1
1858,10,10,1,10,50,30,5,1
1859,10,16,1,10,50,30,5,1
1860,16,4,1,10,50,30,5,1
1861,16,10,1,10,50,30,5,1
1862,16,16,1,10,50,30,5,1
1863,4,4,0,10,50,30,5,1
1864,4,10,0,10,50,30,5,1
1865,4,16,0,10,50,30,5,1
1866,10,4,0,10,50,30,5,1
1867,10,10,0,10,50,30,5,1
1868,10,16,0,10,50,30,5,1
1869,16,4,0,10,50,30,5,1
1870,16,10,0,10,50,30,5,1
1871,16,16,0,10,50,30,5,1
1872,4,4,1,11,50,30,5,1
1873,4,10,1,11,50,30,5,1
1874,4,16,1,11,50,30,5,1
1875,10,4,1,11,50,30,5,1
1876,10,10,1,11,50,30,5,1
1877,10,16,1,11,50,30,5,1
1878,16,4,1,11,50,30,5,1
1879,16,10,1,11,50,30,5,1
1880,16,16,1,11,50,30,5,1
1881,4,4,0,11,50,30,5,1
1882,4,10,0,11,50,30,5,1
1883,4,16,0,11,50,30,5,1
1884,10,4,0,11,50,30,5,1
1885,10,10,0,11,50,30,5,1
1886,10,16,0,11,50,30,5,1
1887,16,4,0,11,50,30,5,1
1888,16,10,0,11,50,30,5,1
1889,16,16,0,11,50,30,5,1
1890,4,4,1,9,70,30,5,1
1891,4,10,1,9,70,30,5,1
1892,4,16,1,9,70,30,5,1
1893,10,4,1,9,70,30,5,1
1894,10,10,1,9,70,30,5,1
1895,10,16,1,9,70,30,5,1
1896,16,4,1,9,70,30,5,1
1897,16,10,1,9,70,30,5,1
1898,16,16,1,9,70,30,5,1
1899,4,4,0,9,70,30,5,1
1900,4,10,0,9,70,30,5,1
1901,4,16,0,9,70,30,5,1
1902,10,4,0,9,70,30,5,1
1903,10,10,0,9,70,30,5,1
1904,10,16,0,9,70,30,5,1
1905,16,4,0,9,70,30,5,1
1906,16,10,0,9,70,30,5,1
1907,16,16,0,9,70,30,5,1
1908,4,4,1,10,70,30,5,1
1909,4,10,1,10,70,30,5,1
1910,4,16,1,10,70,30,5,1
